Retail Client;Article Code;Article Description;Date;Size of Packing Unit;Prognosis (Packing Units);Realised Orders (Packing Units)
Plus Hollander (Superunie);07.01.2020;906971;TCH MX 10x500 ZAK KKZ416 BPR PL 8EN;10;80;
Plus Hollander (Superunie);07.01.2020;906979;TCH PRU 10x500 ZAK KKZ416 BPR PL 8MA;10;80;
Plus Hollander (Superunie);07.01.2020;906985;TCH PRU 10x200 ZAK KKZ410 BPR PL 8MA;10;80;
Plus Hollander (Superunie);07.01.2020;906990;TCH MX 10x200 ZAK KKZ410 BPR PL 8EN;10;80;
Plus Hollander (Superunie);07.01.2020;907171;VVPAP MIN MXSWBI 10x150ZAK KKZ410BPR PL8;10;80;
Plus Hollander (Superunie);07.01.2020;908010;PAP MIN MXSWBI 10x150ZAK KKZ416BPR PL8ES;10;;60
Plus Hollander (Superunie);07.01.2020;909343;R BBES 4x500 S41TS KKZ410 BPR PL 7PE;4;60;
Plus Hollander (Superunie);07.01.2020;909772;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;10;
Plus Hollander (Superunie);07.01.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;60;60
Plus Hollander (Superunie);07.01.2020;909872;VVR PAPRD201GBIO+10STFP1STKKZ416BPRBIOSU;10;40;20
Plus Hollander (Superunie);07.01.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;40;30
Plus Hollander (Superunie);07.01.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;90;60
Plus Hollander (Superunie);07.01.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;40;80
Plus Hollander (Superunie);08.01.2020;801505;TRT PRU MID 8x500 STRFP KKZ613 BPR PL8NL;8;120;240
Plus Hollander (Superunie);08.01.2020;804912;TRT GR 5KG TUSVL DT414G PP 8NL;5;360;360
Plus Hollander (Superunie);08.01.2020;819597;R BLMKL 6SGEN 6ST KKZ618 BPR 7ES;6;;110
Plus Hollander (Superunie);08.01.2020;874991;R BLMKL 6SLAAN 6ST KKZ618 BPR 7ES;6;220;
Plus Hollander (Superunie);08.01.2020;883854;VVBBES 12x125 SKOD FK410 BPR PL 7PE;12;50;
Plus Hollander (Superunie);08.01.2020;886333;R BRAA 12x125 SKOD FK410 BPR PL 7MX;12;50;
Plus Hollander (Superunie);08.01.2020;886770;R FRAM 12x125 SKOD FK408 BPR PL 7MA;12;100;
Plus Hollander (Superunie);08.01.2020;887857;R BBES 6x125 S74TS KKZ410 BPR PL 7PE;6;120;80
Plus Hollander (Superunie);08.01.2020;888061;BRAA 6x125 S74TS KKZ410 BPR PL 8NL;6;60;20
Plus Hollander (Superunie);08.01.2020;888085;R BBES 10x300 S75TS KKZ610 BPR PL 7PE;10;800;1.400
Plus Hollander (Superunie);08.01.2020;888110;VVR FRAM 10x250 S75TS KKZ610 BPR PL 7MA;10;40;
Plus Hollander (Superunie);08.01.2020;888119;VVR FRAM 6x125 S73TS KKZ410 BPR PL 7MA;6;120;
Plus Hollander (Superunie);08.01.2020;888249;RBES 6x125 S73TS KKZ410 BPR PL 8NL;6;20;20
Plus Hollander (Superunie);08.01.2020;890194;ARB 30GY 10x250 S22TS KKZ613BPR GB PL9NL;10;160;160
Plus Hollander (Superunie);08.01.2020;894390;VVTRCH FIJNJUAN 8x200STRFP KKZ410BPR PL8;8;160;200
Plus Hollander (Superunie);08.01.2020;895146;R BBESBIO+ 7x300 ST4T KKZ610 BPR BIO 8CL;7;;20
Plus Hollander (Superunie);08.01.2020;897047;R BLMBR 3x2ST EKOSS KKZ416 BPR NA PL 8EU;3;120;
Plus Hollander (Superunie);08.01.2020;897049;R BLMBR3x2ST EKOSS KKZ416 BPRNAPL8ES;3;;240
Plus Hollander (Superunie);08.01.2020;902849;KK SN 10x5ST ZAK KKZ410 BPR PL 8NL;10;80;160
Plus Hollander (Superunie);08.01.2020;903043;KK SN 10x10ST ZAK KKZ416 BPR PL 8NL;10;60;100
Plus Hollander (Superunie);08.01.2020;906714;TCH PRU 10x200 ZAK KKZ410 BPR PL 8ES;10;;80
Plus Hollander (Superunie);08.01.2020;906971;TCH MX 10x500 ZAK KKZ416 BPR PL 8EN;10;80;65
Plus Hollander (Superunie);08.01.2020;906979;TCH PRU 10x500 ZAK KKZ416 BPR PL 8MA;10;80;
Plus Hollander (Superunie);08.01.2020;906981;TCH PRU 10x500 ZAK KKZ416 BPR PL 8ES;10;;260
Plus Hollander (Superunie);08.01.2020;906985;TCH PRU 10x200 ZAK KKZ410 BPR PL 8MA;10;80;
Plus Hollander (Superunie);08.01.2020;906990;TCH MX 10x200 ZAK KKZ410 BPR PL 8EN;10;8;80
Plus Hollander (Superunie);08.01.2020;907171;VVPAP MIN MXSWBI 10x150ZAK KKZ410BPR PL8;10;80;
Plus Hollander (Superunie);08.01.2020;908010;PAP MIN MXSWBI 10x150ZAK KKZ416BPR PL8ES;10;;80
Plus Hollander (Superunie);08.01.2020;909343;R BBES 4x500 S41TS KKZ410 BPR PL 7PE;4;60;40
Plus Hollander (Superunie);08.01.2020;909772;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;10;
Plus Hollander (Superunie);08.01.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;60;120
Plus Hollander (Superunie);08.01.2020;909872;VVR PAPRD201GBIO+10STFP1STKKZ416BPRBIOSU;10;40;110
Plus Hollander (Superunie);08.01.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;40;60
Plus Hollander (Superunie);08.01.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;90;
Plus Hollander (Superunie);08.01.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;40;60
Plus Hollander (Superunie);08.01.2020;909932;R KK35-40GBIO+12STSEAFKKKZ416BPRBIOSU8ES;12;;60
Plus Hollander (Superunie);09.01.2020;801505;TRT PRU MID 8x500 STRFP KKZ613 BPR PL8NL;8;120;400
Plus Hollander (Superunie);09.01.2020;801712;VVPAP GE GG 12ST P1LSK KKZ416 BPR PL 8ES;12;;60
Plus Hollander (Superunie);09.01.2020;804912;TRT GR 5KG TUSVL DT414G PP 8NL;5;360;360
Plus Hollander (Superunie);09.01.2020;873889;R ROMAN 8SGEN 8ST FK618 PKB 7FR;8;;10
Plus Hollander (Superunie);09.01.2020;874991;R BLMKL 6SLAAN 6ST KKZ618 BPR 7ES;6;220;
Plus Hollander (Superunie);09.01.2020;883854;VVBBES 12x125 SKOD FK410 BPR PL 7PE;12;50;
Plus Hollander (Superunie);09.01.2020;886333;R BRAA 12x125 SKOD FK410 BPR PL 7MX;12;100;
Plus Hollander (Superunie);09.01.2020;886770;R FRAM 12x125 SKOD FK408 BPR PL 7MA;12;100;
Plus Hollander (Superunie);09.01.2020;887849;R BBES 6x125 S74TS KKZ410 BPR PL 7CL;6;;50
Plus Hollander (Superunie);09.01.2020;887857;R BBES 6x125 S74TS KKZ410 BPR PL 7PE;6;120;
Plus Hollander (Superunie);09.01.2020;888061;BRAA 6x125 S74TS KKZ410 BPR PL 8NL;6;60;50
Plus Hollander (Superunie);09.01.2020;888081;R BBES 10x300 S75TS KKZ610 BPR PL 7CL;10;;400
Plus Hollander (Superunie);09.01.2020;888085;R BBES 10x300 S75TS KKZ610 BPR PL 7PE;10;750;200
Plus Hollander (Superunie);09.01.2020;888110;VVR FRAM 10x250 S75TS KKZ610 BPR PL 7MA;10;40;40
Plus Hollander (Superunie);09.01.2020;888119;VVR FRAM 6x125 S73TS KKZ410 BPR PL 7MA;6;120;
Plus Hollander (Superunie);09.01.2020;888121;VVR FRAM 6x125 S73TS KKZ410 BPR PL 7PT;6;;120
Plus Hollander (Superunie);09.01.2020;888249;RBES 6x125 S73TS KKZ410 BPR PL 8NL;6;20;20
Plus Hollander (Superunie);09.01.2020;890194;ARB 30GY 10x250 S22TS KKZ613BPR GB PL9NL;10;160;240
Plus Hollander (Superunie);09.01.2020;894390;VVTRCH FIJNJUAN 8x200STRFP KKZ410BPR PL8;8;160;160
Plus Hollander (Superunie);09.01.2020;895146;R BBESBIO+ 7x300 ST4T KKZ610 BPR BIO 8CL;7;;10
Plus Hollander (Superunie);09.01.2020;897047;R BLMBR 3x2ST EKOSS KKZ416 BPR NA PL 8EU;3;240;
Plus Hollander (Superunie);09.01.2020;897049;R BLMBR3x2ST EKOSS KKZ416 BPRNAPL8ES;3;;120
Plus Hollander (Superunie);09.01.2020;902849;KK SN 10x5ST ZAK KKZ410 BPR PL 8NL;10;80;80
Plus Hollander (Superunie);09.01.2020;903043;KK SN 10x10ST ZAK KKZ416 BPR PL 8NL;10;60;40
Plus Hollander (Superunie);09.01.2020;906971;TCH MX 10x500 ZAK KKZ416 BPR PL 8EN;10;80;65
Plus Hollander (Superunie);09.01.2020;906979;TCH PRU 10x500 ZAK KKZ416 BPR PL 8MA;10;80;260
Plus Hollander (Superunie);09.01.2020;906985;TCH PRU 10x200 ZAK KKZ410 BPR PL 8MA;10;80;160
Plus Hollander (Superunie);09.01.2020;906990;TCH MX 10x200 ZAK KKZ410 BPR PL 8EN;10;80;80
Plus Hollander (Superunie);09.01.2020;907171;VVPAP MIN MXSWBI 10x150ZAK KKZ410BPR PL8;10;80;
Plus Hollander (Superunie);09.01.2020;908010;PAP MIN MXSWBI 10x150ZAK KKZ416BPR PL8ES;10;;100
Plus Hollander (Superunie);09.01.2020;909343;R BBES 4x500 S41TS KKZ410 BPR PL 7PE;4;60;40
Plus Hollander (Superunie);09.01.2020;909772;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;10;
Plus Hollander (Superunie);09.01.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;80;40
Plus Hollander (Superunie);09.01.2020;909872;VVR PAPRD201GBIO+10STFP1STKKZ416BPRBIOSU;10;40;20
Plus Hollander (Superunie);09.01.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;40;60
Plus Hollander (Superunie);09.01.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;120;285
Plus Hollander (Superunie);09.01.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;40;60
Plus Hollander (Superunie);10.01.2020;801505;TRT PRU MID 8x500 STRFP KKZ613 BPR PL8NL;8;360;400
Plus Hollander (Superunie);10.01.2020;801711;VVPAP GR GG 12ST P1LSK KKZ416 BPR PL 8ES;12;;40
Plus Hollander (Superunie);10.01.2020;801712;VVPAP GE GG 12ST P1LSK KKZ416 BPR PL 8ES;12;;120
Plus Hollander (Superunie);10.01.2020;804912;TRT GR 5KG TUSVL DT414G PP 8NL;5;360;600
Plus Hollander (Superunie);10.01.2020;873889;R ROMAN 8SGEN 8ST FK618 PKB 7FR;8;10;
Plus Hollander (Superunie);10.01.2020;874991;R BLMKL 6SLAAN 6ST KKZ618 BPR 7ES;6;165;220
Plus Hollander (Superunie);10.01.2020;887849;R BBES 6x125 S74TS KKZ410 BPR PL 7CL;6;;120
Plus Hollander (Superunie);10.01.2020;887857;R BBES 6x125 S74TS KKZ410 BPR PL 7PE;6;120;
Plus Hollander (Superunie);10.01.2020;888061;BRAA 6x125 S74TS KKZ410 BPR PL 8NL;6;60;60
Plus Hollander (Superunie);10.01.2020;888081;R BBES 10x300 S75TS KKZ610 BPR PL 7CL;10;;400
Plus Hollander (Superunie);10.01.2020;888085;R BBES 10x300 S75TS KKZ610 BPR PL 7PE;10;400;
Plus Hollander (Superunie);10.01.2020;888110;VVR FRAM 10x250 S75TS KKZ610 BPR PL 7MA;10;50;60
Plus Hollander (Superunie);10.01.2020;888249;RBES 6x125 S73TS KKZ410 BPR PL 8NL;6;20;40
Plus Hollander (Superunie);10.01.2020;890194;ARB 30GY 10x250 S22TS KKZ613BPR GB PL9NL;10;160;240
Plus Hollander (Superunie);10.01.2020;894390;VVTRCH FIJNJUAN 8x200STRFP KKZ410BPR PL8;8;400;280
Plus Hollander (Superunie);10.01.2020;897047;R BLMBR 3x2ST EKOSS KKZ416 BPR NA PL 8EU;3;160;
Plus Hollander (Superunie);10.01.2020;897049;R BLMBR3x2ST EKOSS KKZ416 BPRNAPL8ES;3;;240
Plus Hollander (Superunie);10.01.2020;902849;KK SN 10x5ST ZAK KKZ410 BPR PL 8NL;10;120;120
Plus Hollander (Superunie);10.01.2020;903043;KK SN 10x10ST ZAK KKZ416 BPR PL 8NL;10;80;60
Plus Hollander (Superunie);10.01.2020;906971;TCH MX 10x500 ZAK KKZ416 BPR PL 8EN;10;100;130
Plus Hollander (Superunie);10.01.2020;906979;TCH PRU 10x500 ZAK KKZ416 BPR PL 8MA;10;100;260
Plus Hollander (Superunie);10.01.2020;906985;TCH PRU 10x200 ZAK KKZ410 BPR PL 8MA;10;120;160
Plus Hollander (Superunie);10.01.2020;906990;TCH MX 10x200 ZAK KKZ410 BPR PL 8EN;10;80;40
Plus Hollander (Superunie);10.01.2020;907171;VVPAP MIN MXSWBI 10x150ZAK KKZ410BPR PL8;10;80;
Plus Hollander (Superunie);10.01.2020;908010;PAP MIN MXSWBI 10x150ZAK KKZ416BPR PL8ES;10;;120
Plus Hollander (Superunie);10.01.2020;909343;R BBES 4x500 S41TS KKZ410 BPR PL 7PE;4;120;
Plus Hollander (Superunie);10.01.2020;909772;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;20;
Plus Hollander (Superunie);10.01.2020;909822;R BBES 4x500 S41TS KKZ410 BPR PL 7CL;4;;50
Plus Hollander (Superunie);10.01.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;80;120
Plus Hollander (Superunie);10.01.2020;909872;VVR PAPRD201GBIO+10STFP1STKKZ416BPRBIOSU;10;40;80
Plus Hollander (Superunie);10.01.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;60;40
Plus Hollander (Superunie);10.01.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;120;130
Plus Hollander (Superunie);10.01.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;60;80
Plus Hollander (Superunie);10.01.2020;910261;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;;10
Plus Hollander (Superunie);11.01.2020;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;;360
Plus Hollander (Superunie);11.01.2020;801505;TRT PRU MID 8x500 STRFP KKZ613 BPR PL8NL;8;360;400
Plus Hollander (Superunie);11.01.2020;804912;TRT GR 5KG TUSVL DT414G PP 8NL;5;360;600
Plus Hollander (Superunie);11.01.2020;873889;R ROMAN 8SGEN 8ST FK618 PKB 7FR;8;;20
Plus Hollander (Superunie);11.01.2020;874991;R BLMKL 6SLAAN 6ST KKZ618 BPR 7ES;6;165;
Plus Hollander (Superunie);11.01.2020;887849;R BBES 6x125 S74TS KKZ410 BPR PL 7CL;6;;140
Plus Hollander (Superunie);11.01.2020;887857;R BBES 6x125 S74TS KKZ410 BPR PL 7PE;6;120;
Plus Hollander (Superunie);11.01.2020;888061;BRAA 6x125 S74TS KKZ410 BPR PL 8NL;6;60;
Plus Hollander (Superunie);11.01.2020;888066;R BRAA 6x125 S74TS KKZ410 BPR PL 7MX;6;;60
Plus Hollander (Superunie);11.01.2020;888085;R BBES 10x300 S75TS KKZ610 BPR PL 7PE;10;60;
Plus Hollander (Superunie);11.01.2020;888110;VVR FRAM 10x250 S75TS KKZ610 BPR PL 7MA;10;50;40
Plus Hollander (Superunie);11.01.2020;888122;VVR FRAM 6x125 S73TS KKZ410 BPR PL 7ES;6;;150
Plus Hollander (Superunie);11.01.2020;888249;RBES 6x125 S73TS KKZ410 BPR PL 8NL;6;20;30
Plus Hollander (Superunie);11.01.2020;890194;ARB 30GY 10x250 S22TS KKZ613BPR GB PL9NL;10;320;280
Plus Hollander (Superunie);11.01.2020;894390;VVTRCH FIJNJUAN 8x200STRFP KKZ410BPR PL8;8;200;200
Plus Hollander (Superunie);11.01.2020;897047;R BLMBR 3x2ST EKOSS KKZ416 BPR NA PL 8EU;3;120;
Plus Hollander (Superunie);11.01.2020;897049;R BLMBR3x2ST EKOSS KKZ416 BPRNAPL8ES;3;;160
Plus Hollander (Superunie);11.01.2020;902849;KK SN 10x5ST ZAK KKZ410 BPR PL 8NL;10;120;120
Plus Hollander (Superunie);11.01.2020;903043;KK SN 10x10ST ZAK KKZ416 BPR PL 8NL;10;80;60
Plus Hollander (Superunie);11.01.2020;906971;TCH MX 10x500 ZAK KKZ416 BPR PL 8EN;10;100;65
Plus Hollander (Superunie);11.01.2020;906979;TCH PRU 10x500 ZAK KKZ416 BPR PL 8MA;10;100;260
Plus Hollander (Superunie);11.01.2020;906985;TCH PRU 10x200 ZAK KKZ410 BPR PL 8MA;10;120;160
Plus Hollander (Superunie);11.01.2020;906990;TCH MX 10x200 ZAK KKZ410 BPR PL 8EN;10;80;40
Plus Hollander (Superunie);11.01.2020;907171;VVPAP MIN MXSWBI 10x150ZAK KKZ410BPR PL8;10;80;
Plus Hollander (Superunie);11.01.2020;908010;PAP MIN MXSWBI 10x150ZAK KKZ416BPR PL8ES;10;;40
Plus Hollander (Superunie);11.01.2020;909343;R BBES 4x500 S41TS KKZ410 BPR PL 7PE;4;120;
Plus Hollander (Superunie);11.01.2020;909772;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;20;
Plus Hollander (Superunie);11.01.2020;909822;R BBES 4x500 S41TS KKZ410 BPR PL 7CL;4;;80
Plus Hollander (Superunie);12.01.2020;873889;R ROMAN 8SGEN 8ST FK618 PKB 7FR;8;10;
Plus Hollander (Superunie);12.01.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;80;30
Plus Hollander (Superunie);12.01.2020;909872;VVR PAPRD201GBIO+10STFP1STKKZ416BPRBIOSU;10;40;60
Plus Hollander (Superunie);12.01.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;60;40
Plus Hollander (Superunie);12.01.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;120;120
Plus Hollander (Superunie);12.01.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;40;40
Plus Hollander (Superunie);13.01.2020;801505;TRT PRU MID 8x500 STRFP KKZ613 BPR PL8NL;8;360;240
Plus Hollander (Superunie);13.01.2020;804912;TRT GR 5KG TUSVL DT414G PP 8NL;5;360;360
Plus Hollander (Superunie);13.01.2020;873889;R ROMAN 8SGEN 8ST FK618 PKB 7FR;8;10;
Plus Hollander (Superunie);13.01.2020;874991;R BLMKL 6SLAAN 6ST KKZ618 BPR 7ES;6;110;
Plus Hollander (Superunie);13.01.2020;887849;R BBES 6x125 S74TS KKZ410 BPR PL 7CL;6;;120
Plus Hollander (Superunie);13.01.2020;887857;R BBES 6x125 S74TS KKZ410 BPR PL 7PE;6;80;
Plus Hollander (Superunie);13.01.2020;888061;BRAA 6x125 S74TS KKZ410 BPR PL 8NL;6;40;50
Plus Hollander (Superunie);13.01.2020;888085;R BBES 10x300 S75TS KKZ610 BPR PL 7PE;10;40;
Plus Hollander (Superunie);13.01.2020;888110;VVR FRAM 10x250 S75TS KKZ610 BPR PL 7MA;10;50;50
Plus Hollander (Superunie);13.01.2020;888119;VVR FRAM 6x125 S73TS KKZ410 BPR PL 7MA;6;40;
Plus Hollander (Superunie);13.01.2020;888121;VVR FRAM 6x125 S73TS KKZ410 BPR PL 7PT;6;;120
Plus Hollander (Superunie);13.01.2020;888249;RBES 6x125 S73TS KKZ410 BPR PL 8NL;6;20;30
Plus Hollander (Superunie);13.01.2020;890194;ARB 30GY 10x250 S22TS KKZ613BPR GB PL9NL;10;160;200
Plus Hollander (Superunie);13.01.2020;894390;VVTRCH FIJNJUAN 8x200STRFP KKZ410BPR PL8;8;200;200
Plus Hollander (Superunie);13.01.2020;897047;R BLMBR 3x2ST EKOSS KKZ416 BPR NA PL 8EU;3;120;
Plus Hollander (Superunie);13.01.2020;897049;R BLMBR3x2ST EKOSS KKZ416 BPRNAPL8ES;3;;120
Plus Hollander (Superunie);13.01.2020;902849;KK SN 10x5ST ZAK KKZ410 BPR PL 8NL;10;80;100
Plus Hollander (Superunie);13.01.2020;903043;KK SN 10x10ST ZAK KKZ416 BPR PL 8NL;10;60;40
Plus Hollander (Superunie);13.01.2020;906971;TCH MX 10x500 ZAK KKZ416 BPR PL 8EN;10;80;65
Plus Hollander (Superunie);13.01.2020;906979;TCH PRU 10x500 ZAK KKZ416 BPR PL 8MA;10;80;130
Plus Hollander (Superunie);13.01.2020;906985;TCH PRU 10x200 ZAK KKZ410 BPR PL 8MA;10;120;160
Plus Hollander (Superunie);13.01.2020;906990;TCH MX 10x200 ZAK KKZ410 BPR PL 8EN;10;60;40
Plus Hollander (Superunie);13.01.2020;907171;VVPAP MIN MXSWBI 10x150ZAK KKZ410BPR PL8;10;80;
Plus Hollander (Superunie);13.01.2020;908010;PAP MIN MXSWBI 10x150ZAK KKZ416BPR PL8ES;10;;100
Plus Hollander (Superunie);13.01.2020;909343;R BBES 4x500 S41TS KKZ410 BPR PL 7PE;4;60;
Plus Hollander (Superunie);13.01.2020;909772;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;10;
Plus Hollander (Superunie);13.01.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;60;
Plus Hollander (Superunie);13.01.2020;909837;VVR BLMKL4SBIO+ 4ST SEAL KKZ416BPRBIOSU8;4;;120
Plus Hollander (Superunie);13.01.2020;909872;VVR PAPRD201GBIO+10STFP1STKKZ416BPRBIOSU;10;40;40
Plus Hollander (Superunie);13.01.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;60;40
Plus Hollander (Superunie);13.01.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;90;30
Plus Hollander (Superunie);13.01.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;40;60
Plus Hollander (Superunie);13.01.2020;910261;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;;40
Plus Hollander (Superunie);14.01.2020;801505;TRT PRU MID 8x500 STRFP KKZ613 BPR PL8NL;8;120;160
Plus Hollander (Superunie);14.01.2020;804912;TRT GR 5KG TUSVL DT414G PP 8NL;5;360;240
Plus Hollander (Superunie);14.01.2020;819597;R BLMKL 6SGEN 6ST KKZ618 BPR 7ES;6;;110
Plus Hollander (Superunie);14.01.2020;873889;R ROMAN 8SGEN 8ST FK618 PKB 7FR;8;10;
Plus Hollander (Superunie);14.01.2020;874991;R BLMKL 6SLAAN 6ST KKZ618 BPR 7ES;6;55;
Plus Hollander (Superunie);14.01.2020;887857;R BBES 6x125 S74TS KKZ410 BPR PL 7PE;6;80;
Plus Hollander (Superunie);14.01.2020;888061;BRAA 6x125 S74TS KKZ410 BPR PL 8NL;6;40;70
Plus Hollander (Superunie);14.01.2020;888085;R BBES 10x300 S75TS KKZ610 BPR PL 7PE;10;20;
Plus Hollander (Superunie);14.01.2020;888110;VVR FRAM 10x250 S75TS KKZ610 BPR PL 7MA;10;50;50
Plus Hollander (Superunie);14.01.2020;888119;VVR FRAM 6x125 S73TS KKZ410 BPR PL 7MA;6;40;
Plus Hollander (Superunie);14.01.2020;888121;VVR FRAM 6x125 S73TS KKZ410 BPR PL 7PT;6;;160
Plus Hollander (Superunie);14.01.2020;888249;RBES 6x125 S73TS KKZ410 BPR PL 8NL;6;20;20
Plus Hollander (Superunie);14.01.2020;890194;ARB 30GY 10x250 S22TS KKZ613BPR GB PL9NL;10;160;200
Plus Hollander (Superunie);14.01.2020;894390;VVTRCH FIJNJUAN 8x200STRFP KKZ410BPR PL8;8;160;200
Plus Hollander (Superunie);14.01.2020;897047;R BLMBR 3x2ST EKOSS KKZ416 BPR NA PL 8EU;3;120;
Plus Hollander (Superunie);14.01.2020;897049;R BLMBR3x2ST EKOSS KKZ416 BPRNAPL8ES;3;;120
Plus Hollander (Superunie);14.01.2020;902849;KK SN 10x5ST ZAK KKZ410 BPR PL 8NL;10;80;60
Plus Hollander (Superunie);14.01.2020;903043;KK SN 10x10ST ZAK KKZ416 BPR PL 8NL;10;60;60
Plus Hollander (Superunie);14.01.2020;906971;TCH MX 10x500 ZAK KKZ416 BPR PL 8EN;10;80;65
Plus Hollander (Superunie);14.01.2020;906979;TCH PRU 10x500 ZAK KKZ416 BPR PL 8MA;10;80;130
Plus Hollander (Superunie);14.01.2020;906985;TCH PRU 10x200 ZAK KKZ410 BPR PL 8MA;10;120;80
Plus Hollander (Superunie);14.01.2020;906990;TCH MX 10x200 ZAK KKZ410 BPR PL 8EN;10;60;40
Plus Hollander (Superunie);14.01.2020;907171;VVPAP MIN MXSWBI 10x150ZAK KKZ410BPR PL8;10;80;
Plus Hollander (Superunie);14.01.2020;908010;PAP MIN MXSWBI 10x150ZAK KKZ416BPR PL8ES;10;;120
Plus Hollander (Superunie);14.01.2020;909343;R BBES 4x500 S41TS KKZ410 BPR PL 7PE;4;60;
Plus Hollander (Superunie);14.01.2020;909772;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;10;
Plus Hollander (Superunie);14.01.2020;909836;VVR BLMKL4SBIO+ 4ST SEAFKKKZ416BPRBIOSU8;4;60;
Plus Hollander (Superunie);14.01.2020;909837;VVR BLMKL4SBIO+ 4ST SEAL KKZ416BPRBIOSU8;4;;80
Plus Hollander (Superunie);14.01.2020;909872;VVR PAPRD201GBIO+10STFP1STKKZ416BPRBIOSU;10;40;40
Plus Hollander (Superunie);14.01.2020;909876;VVR TCHPRUBIO+ 8x400 SFP KKZ613BPRBIOSU8;8;40;30
Plus Hollander (Superunie);14.01.2020;909877;VVR TRTBIO+ 4x500 SFP KKZ416 BPR BIO SU8;4;90;120
Plus Hollander (Superunie);14.01.2020;909878;R PAPPUNRDBIO+RAMI4x2STZAKKFKKZ416BPRBIO;4;40;60
Plus Hollander (Superunie);14.01.2020;910261;VVR BBESBIO+7x300 ST4T KKZ610 BPR BIOPL8;7;;10
Plus Hollander (Superunie);15.01.2020;801505;TRT PRU MID 8x500 STRFP KKZ613 BPR PL8NL;8;120;320
Plus Hollander (Superunie);15.01.2020;804912;TRT GR 5KG TUSVL DT414G PP 8NL;5;360;360
Plus Hollander (Superunie);15.01.2020;873889;R ROMAN 8SGEN 8ST FK618 PKB 7FR;8;10;
Plus Hollander (Superunie);15.01.2020;874991;R BLMKL 6SLAAN 6ST KKZ618 BPR 7ES;6;55;55
Plus Hollander (Superunie);15.01.2020;885326;R ARBSWSU 12x400 SKOD FK613 PP PL 7ES;12;;102
Plus Hollander (Superunie);15.01.2020;887849;R BBES 6x125 S74TS KKZ410 BPR PL 7CL;6;;80
Plus Hollander (Superunie);15.01.2020;887857;R BBES 6x125 S74TS KKZ410 BPR PL 7PE;6;120;
Plus Hollander (Superunie);15.01.2020;888061;BRAA 6x125 S74TS KKZ410 BPR PL 8NL;6;40;40
Plus Hollander (Superunie);15.01.2020;888085;R BBES 10x300 S75TS KKZ610 BPR PL 7PE;10;20;
Plus Hollander (Superunie);15.01.2020;888110;VVR FRAM 10x250 S75TS KKZ610 BPR PL 7MA;10;50;30
Plus Hollander (Superunie);15.01.2020;888119;VVR FRAM 6x125 S73TS KKZ410 BPR PL 7MA;6;80;
